PLOTID,Geo id,Area ha,Country,system:index,EUFO 2020,GLAD Primary,TMF undist,JAXA FNF 2020,GFC TC 2020,GLAD LULC 2020,ESA TC 2020,TMF disturbed,RADD alerts,TMF plant,Oil palm Descals,Oil palm FDaP,Cocoa ETH,WDPA
2364,69cdc7d436d84fa07bdab2117c25bc49a2b8ea0a0178d8547003113dd1547c6c,2.8,CIV,0000000000000000146a,61,0,9,100,69,89,96,80,-,0,0,0,60,-
2365,528ad578764b5566eba1678c71a55ad5cb18bbe98b34d0f3d670480415820e10,2.9,CIV,000000000000000000b8,51,0,9,97,44,61,85,56,-,0,0,0,30,-
2366,38f9385aee7983c16281a6c409343a673fd3521e2ca64097a811171c514405ff,2.9,CIV,000000000000000002a0,19,0,6,100,48,82,55,39,-,0,0,0,0,-
2367,35bb7bffb0cb34675d620b30cf62f9d70d6415f81feccc8918d996120c514d23,2.9,CIV,00000000000000000457,80,0,2,100,98,97,99,58,-,0,0,0,1,-
2368,d4a3a95dd4acb37a8512123ac53506cf44067a5ba292f38cc52fc9e026eb5e3f,2.9,CIV,000000000000000005be,98,0,20,100,93,100,100,80,-,0,0,0,7,-
2369,a74e219740147c758d19b23730ccae8ab9bb4828f4d96f911e306f6933a45f78,2.9,CIV,0000000000000000060b,100,0,67,100,89,100,100,33,-,0,0,0,56,-
2370,da7b17b19b17117cc5c2e738a481a9f14fe4ca8c640abc2760e50aa8322f6801,2.9,CIV,00000000000000000647,67,0,20,100,53,57,100,71,-,0,0,0,77,-
2371,10e86f4d84bbe358798c271d4d4f9b5eca12a26ab986900f544e7b3e085224d5,2.9,CIV,0000000000000000066a,70,0,48,100,46,100,98,44,-,0,0,0,100,-
2372,979e5aa7e1719dd9cfa9b476b3e240e0861dc10b7d8d1bad68968c68b25b36c8,2.9,CIV,000000000000000006a0,83,0,29,100,61,98,100,64,-,0,0,0,29,-
2373,bed13b6d1a4e9b3fa6c2ea5670c866bf07f7dd3a5152374cc4ec32374a5bac47,2.9,CIV,0000000000000000077c,100,0,84,100,89,100,100,16,-,0,0,0,15,-
2374,9f98426e63185cbd3fef3611026ddffc3955a621de1b78b3aa447f86e5640c30,2.9,CIV,000000000000000007ca,100,0,98,100,100,100,100,2,-,0,0,0,0,-
2375,3c3f48b484ecf7001e85e1e3595291e13d5537a3b4b17e5865bb29deea8091fe,2.9,CIV,00000000000000000807,100,0,59,100,87,100,93,41,-,0,0,0,79,-
2376,742c7cc34e94c38c1315d8883631e3f3269af2dada3ae9f7fc5890cf51bed5d3,2.9,CIV,000000000000000008ae,100,0,67,100,93,94,100,33,-,0,0,0,7,-
2377,ed32ce88b0eb7523fa4ff212f518f90affe920e824cccf179fa87b186b698b6a,2.9,CIV,00000000000000000cbe,52,0,1,100,57,60,65,71,-,0,0,0,94,-
2378,9a7932926b68b4f80b7973ab07db722ae8108ccd78df6a483e3d1a72c9c9b9fa,2.9,CIV,00000000000000000da8,100,0,42,100,55,81,100,58,-,0,0,0,66,-
2379,843652463ca9b3a830dd3bd76a5d9e64e06ca8e4e8725660fd77299c04ea48c0,2.9,CIV,00000000000000001430,99,0,92,100,99,100,100,8,-,0,0,0,0,-
2380,b19bce6f5053bb18ee7538f1dd7fcf199ea6308e59659e71b79fffb761dddffb,2.9,CIV,00000000000000001469,12,0,1,54,35,35,28,18,-,0,0,0,0,-
2381,c69484f404510fb91421a253a6c586037ca4eaa4d5a055a2dd83b766a2221324,2.9,CIV,000000000000000014d4,12,0,0,96,79,0,74,12,-,0,0,0,0,-
2382,519c53758a6f2e0bc150a42e37975c60a426b346d7cc8cab1629d6992f357e0f,2.9,CIV,0000000000000000005c,100,0,38,99,82,100,68,56,-,0,0,0,0,-
2383,9ce0dfb7c0c80c94ded73d660b6f96afbd2df788d7c6ce460797367a06b2e493,2.9,CIV,00000000000000000473,100,0,100,100,100,100,99,0,-,0,0,0,7,-
2384,9f9f024626899caf77e7b3f5b65d3114f4f3c6d85e3a3253fb4ebf55845c9728,2.9,CIV,000000000000000004b7,69,0,11,100,81,100,100,83,-,0,0,0,17,-
2385,93f3b27b7eaa9a35dd97c18047384fa4ba42f4fc7a5147839715949497320412,2.9,CIV,000000000000000006bb,100,0,51,100,94,98,100,49,-,0,0,0,26,-
2386,5cfd5a80ce31528a8f96788861fe91e420189deb6fcd7b348c423d6fd83ac5d2,2.9,CIV,000000000000000007d1,100,0,80,100,74,100,100,20,-,0,0,0,22,-
2387,cad17455a98ebb3b7a06f148f68140ae4c209524e9264e69cbaa1ba77227bfa3,2.9,CIV,00000000000000000976,70,0,35,100,83,85,98,64,-,0,0,0,55,-
2388,81dcf2a91c25a9eb281154d48db2688ffdffb2343b8fc203e126f5040818fd39,2.9,CIV,00000000000000000a6b,42,0,28,100,50,79,100,46,-,0,0,0,3,True
2389,401f82e16361f50df1376033c731f728d3d19287425987e7d1ea9f4d24a0f2aa,2.9,CIV,000000000000000010d1,96,0,75,100,81,90,100,25,-,0,0,0,2,-
2390,4607de3b06370a6aa8d595dbf3c13ccf920c4a1a2377db96b10969528a61a5c8,2.9,CIV,00000000000000000017,100,0,31,100,82,100,100,42,-,0,0,0,14,-
2391,a387632e329b8116e2c7115ccddc1c26137cd70ba32d6aaea8e3cdd126998ecf,2.9,CIV,0000000000000000019b,93,0,55,100,84,99,93,44,-,0,0,0,32,-
2392,5f1c1d0cb55d7767b33c316c6ba27641d11448207dcfd1c98207bfcc7fb7bf15,2.9,CIV,000000000000000001e9,90,0,10,86,82,91,92,83,-,0,0,0,0,-
2393,7b395c10750a1f2dea10f54cdddc54814480d6b6957ab542ab6b1c152c366048,2.9,CIV,0000000000000000050d,87,0,68,100,80,87,99,32,-,0,0,0,2,-
2394,0edd00b7d95456f731d41849c98f33436e95b0c47bd25870d11a0aaa4096e108,2.9,CIV,000000000000000005aa,100,0,33,100,64,100,100,67,-,0,0,0,0,-
2395,6bde3e0bb2be6db78423b59b913a6136229809a29be24d0e31629b0e0f774b90,2.9,CIV,000000000000000007f2,89,0,37,100,80,100,100,60,-,0,0,0,0,-
2396,dd15991741ebef3bddc6c342227816c11a70f7867b58b6927390243474e3b826,2.9,CIV,0000000000000000086a,100,0,95,100,100,100,100,5,-,0,0,0,2,-
2397,af221e04cf561cce18f97c442f9c67d269748cf64453d3a2e1ab08fce590da2b,2.9,CIV,00000000000000000a86,99,0,62,100,96,100,100,38,-,0,0,0,0,-
2398,42b61d310e6f988f8fd2f14609ce80420072d56ea11ff931329ec2c7bab1069e,2.9,CIV,00000000000000000b3e,100,0,12,100,78,100,100,46,-,0,0,0,0,-
2399,7169dd4723b1ead56e94fb0708f02263ceddc78b11af0add5b2f35f9f78309a9,2.9,CIV,00000000000000000e16,100,0,41,100,41,59,93,54,-,0,0,0,0,-
2400,7217d0d38cb73694469b1ce2628cc601ac7efca97cc54c0bcb9eb0f6db357487,2.9,CIV,000000000000000010bc,80,0,39,95,73,96,98,55,-,0,0,0,0,-
2401,75ed962d950593a70d8f14bb5e7ab574940c89bb18281dff539e96dc3555d433,2.9,CIV,00000000000000001376,42,0,27,99,72,66,86,68,-,0,0,0,0,-
2402,007ccb43850f1d50dcc31200bcb2290b7dd2b43d3c6a9f320217da37e5fb9abe,2.9,CIV,0000000000000000139c,78,0,9,100,50,100,100,88,-,0,0,0,5,-
2403,2cf8fdeca19148f739bda015abb0cb9f7f20a1c1626c64feb246b17171b4a48d,2.9,CIV,000000000000000002ef,100,0,48,100,58,95,100,52,-,0,0,0,0,-
2404,9b91f8f3544cc40d816a71f89bcebbdb09f49ff0b4c511ba2ab089ab13bddae4,2.9,CIV,00000000000000000537,91,0,14,100,90,95,100,77,-,0,0,0,3,-
2405,20f590b78707be0ce1a57046e1ed865b0ddf7ccc91175de47b68c9b81e2bd29b,2.9,CIV,00000000000000000cb1,94,0,63,100,87,98,100,37,-,0,0,0,64,-
2406,451b09b5734598a4599f50b168ae2b96af2ceb662fad6317f8b485202b2a062f,2.9,CIV,00000000000000000e2a,100,0,48,100,91,100,100,52,-,0,0,0,1,-
2407,699de4755876efe92ad771a6e12b18bcfeb2946206c99c259bc21bf5d8e87e7e,2.9,CIV,000000000000000013dc,87,0,36,100,71,100,68,62,-,0,0,0,0,-
2408,68708f4e4a5d66fa9bfe08b397dee642de13c9720952349f0d66d325049e6cf2,2.9,CIV,000000000000000002d0,81,0,9,100,80,89,91,71,-,0,0,0,0,-
2409,a8f03403f8614b9b6e0478a26a207df6ea7b8359269f99856084a0eb2aa56336,2.9,CIV,000000000000000007ac,66,0,43,100,69,100,97,57,-,0,0,0,100,-
2410,b4faf686fb910c98edabf1152da095d986b098248ef256da30e7c62863d550c8,2.9,CIV,0000000000000000082a,100,0,80,100,96,100,90,20,-,0,0,0,12,-
2411,07a254ad1631facf11550a2fdfac7895af97ec3383eea6ff4cd8ad2aa89bb7b4,2.9,CIV,00000000000000000afc,100,0,34,100,49,98,100,66,-,0,0,0,0,-
2412,c0ac6407d8f174039d27d02a3a2ae425ccbe53ddbc0ccdc057602aab296866bd,2.9,CIV,00000000000000000b67,24,0,0,100,87,48,62,41,-,0,0,0,65,-
2413,d278b0c1a9ae325290f0f1d5c8f54fcd0262f557b3d53cab767a70e2a9740e29,2.9,CIV,00000000000000000fca,87,0,38,100,66,90,99,57,-,0,0,0,0,-
2414,a33d8ab339b9a543b6ed1cc108c018bc13f5d5b33c6fbf026445ccfb4923017d,2.9,CIV,0000000000000000106c,100,0,73,100,87,100,100,25,-,0,0,0,15,-
2415,17ae23c9dc6ff73dc15e098139e114a082553b6102cbc92eb6d43a6d2c3af89c,2.9,CIV,00000000000000001188,83,0,27,100,87,89,99,71,-,0,0,0,92,-
2416,33ba037262d7cc2dc76e8ec516885b29fa0441f1afcb71d72d157927a757f8df,2.9,CIV,000000000000000012aa,98,0,75,100,97,100,100,25,-,0,0,0,23,-
2417,7f9018d462bd2cc9ecf8958e2590930a04608308d4a0a5941f78fed3bd7434f5,2.9,CIV,00000000000000001309,62,0,12,100,85,66,100,40,-,0,0,0,57,-
2418,00275c1301ce3a26eb925a4f4aff999128dd9e8dc9012659af8ae9fb71839d65,2.9,CIV,000000000000000002b7,82,0,20,100,83,100,99,58,-,0,0,0,2,-
2419,1f6f316bfc08f4ec947908d61e09c7a4913c05b6099907fc2cff26709d41a25a,2.9,CIV,000000000000000003a1,10,0,12,100,18,34,81,36,-,0,0,0,0,-
2420,512e14f5a983abce4b598f9c715d6441a933ad2aa56ec7df5b5677c6dfd93724,2.9,CIV,00000000000000000913,87,0,27,100,26,91,100,62,-,0,0,0,100,-
2421,ef50f18e82a98b2b06a3629b20d21b4c84afe4b0b890754f4681801a7a758519,2.9,CIV,00000000000000000c68,94,0,42,100,85,100,100,50,-,0,0,0,38,-
2422,30455c1b4b602332b6d3c1aa5aedd3cd868e3cef373682c88dfd5868983c2683,2.9,CIV,00000000000000000c6d,92,0,55,100,92,100,100,41,-,0,0,0,69,-
2423,4ff6fb175a3bf930f550697be737a0663d07602a3d3461c5d83eb4a191cbe3da,2.9,CIV,00000000000000000f7c,100,0,45,100,55,95,97,52,-,0,0,0,0,-
2424,9bfed31531c320ef4b2ea127e792bfde3deeb04bacb7391484e68d0fdd5f5c65,2.9,CIV,00000000000000000326,100,0,65,89,36,69,50,35,-,0,0,0,18,-
2425,75b35be6ae58763218e8dcc76d752961d439e29c15ec2423fd6afc3697e0cd70,2.9,CIV,0000000000000000050f,100,0,74,100,100,100,100,26,-,0,0,0,0,-
2426,104451778f296154dd4589c5f5ef0b0698242ea3abf0bd30ef8e7e0593a6c45d,2.9,CIV,00000000000000000d7a,100,0,63,100,90,99,100,37,-,0,0,0,93,-
2427,5145cc71a06a4e9a7f800e3541d52e4052c971fbe6e094a60f9bb56541d46f71,2.9,CIV,00000000000000000e6f,100,0,53,100,81,98,99,45,-,0,0,0,18,-
2428,c4c664d01b49a94bad55cf0c774e2be708d876aedc15962e70f6dedd5b5066de,2.9,CIV,0000000000000000103b,95,0,10,100,91,100,97,78,-,0,0,0,4,-
2429,418835bd45463fba2ead33178e898b43e492f031cd8f158337f83da089fe3a2f,2.9,CIV,00000000000000001321,100,0,82,86,99,100,100,18,-,0,0,0,1,-
2430,9aed1caa5ad13b55c4f92e2e0439001c75e1b8e306b0cdfeb6d769f1441d493b,2.9,CIV,00000000000000000b54,74,0,0,100,74,100,100,92,-,0,0,0,0,-
2431,f5b2b1519eb2ca14f2a1c82e344aa7fd0fdac13353ae104b5378373adafeca28,2.9,CIV,00000000000000000be9,99,0,53,100,93,99,100,47,-,0,0,0,8,-
2432,a7dd9b7148bcca21d5932b7dc97608a256b04892a39750d61bd755c60bf2e4cc,2.9,CIV,00000000000000000c5f,76,0,7,100,85,95,96,57,-,0,0,0,51,-
2433,389c464f401cb3d45b7ff46144b3e5f6cae6ad06bb975012049b5ac83f1f95a2,2.9,CIV,00000000000000000f4c,97,0,48,100,91,100,100,52,-,0,0,0,0,-
2434,c0f33dceec1516310579561e87fe1282d33dfaeb087e9081896f34fd3c7e8599,2.9,CIV,000000000000000010c3,96,0,74,100,91,100,100,26,-,0,0,0,64,-
2435,3272a95d6b5f2f0476605ee0c5ea4648563aa44bc3d7cb2d294941af4a59ef81,2.9,CIV,000000000000000010d2,100,0,90,100,88,100,100,8,-,0,0,0,4,-
2436,e59daca84ff6b4660dea84c9c2410fe91b2e4ef3e67e9addfd8e052689cf7892,2.9,CIV,000000000000000012a1,97,0,4,100,87,100,99,74,-,0,0,0,9,-
2437,7b010d98f675f5c25973cc21941b9836ebdebd14647ec842a7e30e1c8f82c875,2.9,CIV,00000000000000001341,42,0,14,98,43,94,100,77,-,0,0,0,0,-
2438,5df6280833022d0872f190d8f1043e148eeba36a8b9cd2f94d85a2314b6b9430,2.9,CIV,00000000000000001367,91,0,48,94,72,92,99,49,-,0,0,0,73,-
2439,447f22a216cd7ccf34441102218ad5c84893f50f31edfc73eda8ebc6cd948473,2.9,CIV,000000000000000013b3,100,0,31,100,100,100,100,56,-,0,0,0,0,-
2440,c4eeb4c0c520cb5ac2238fc147ef48460b7f6745f6c1ccdc1f48bfb5a8feaadb,2.9,CIV,00000000000000000296,74,0,9,100,47,99,100,54,-,0,0,0,0,-
2441,7da20feb398ab0de475f24106d3d481f6c8d9dd5cd91ec49d3b5ca01d0522ce5,2.9,CIV,00000000000000000564,49,0,7,97,24,99,100,57,-,0,0,0,50,-
2442,099aaf200f5da84d0eda1ca5e024500d0991ed97a498f79cf679d241e278ab3c,2.9,CIV,0000000000000000063b,100,0,72,100,83,99,100,13,-,0,0,0,1,-
2443,94397d02b4749eb4a7d89aaf8893c095a461ebd6f97ea0a2e173deadece180d0,2.9,CIV,00000000000000000bb8,52,0,24,100,65,82,95,57,-,0,0,0,96,-
2444,53958f45b5f51eba6a44ad38e6f761256284f890d98e7270e089933d80626d70,2.9,CIV,00000000000000000c9a,100,0,16,100,89,98,100,70,-,0,0,0,48,-
2445,848971f54272dd83d21449c43dcaa3265a6d7bb74d65780a4ac4b049262c53a0,2.9,CIV,00000000000000000d26,37,0,38,96,51,66,100,60,-,0,0,0,52,-
2446,f2941214fdd1f4137622fafbc8ab18fa208fa6b1ddb0001a50835cbd5998ba87,2.9,CIV,00000000000000000de8,98,0,69,100,92,100,100,31,-,0,0,0,60,-
2447,00cf7d0bc98417daff9fef8e39f7968377ac38a6d9aa616b719ad98b04072912,2.9,CIV,00000000000000000f87,100,0,61,100,72,100,100,39,-,0,0,0,9,-
2448,2278b8363857d8c153a1170b4886b7a77bb89ede1f44d4dd08a584b046bc9e69,2.9,CIV,00000000000000001096,82,0,28,100,73,100,98,64,-,0,0,0,2,-
2449,7583283f2296585454f872389f2038715ff8a81058aa00ba5479da197fd0aeb3,2.9,CIV,0000000000000000003a,43,0,45,61,42,100,100,55,-,0,0,0,0,-
2450,e5d95df41a055b848ae81558a450a58332dfeb4359916d65663bd34e0efa6386,2.9,CIV,0000000000000000027b,100,0,65,100,95,100,99,35,-,0,0,0,82,-
2451,50fa54e4367933b65ebe2181724fecda199fac30a61010d5a5844cefd222662b,2.9,CIV,000000000000000003d4,100,0,77,100,92,100,100,23,-,0,0,0,1,-
2452,792e78b3094943667f6725ac66cdea358108ba15c161a0a915d313fe0bf17874,2.9,CIV,000000000000000005e4,100,0,25,100,41,100,100,75,-,0,0,0,0,-
2453,e473befad2401e181de9e6792d33cdcc6e9800f901b2fbb6de9b997e66f3a622,2.9,CIV,000000000000000007c5,100,0,47,100,96,98,100,53,-,0,0,0,25,-
2454,5c1b72946f73339f3e69a0d7c0bc7ffc051045e8e9b5085145515fadce9af04d,2.9,CIV,0000000000000000084a,62,0,11,100,76,94,92,71,-,0,0,0,100,-
2455,9ffe4a7e10355222be2809981f03d8399aca03c4e86432e6c3b95a52bcf29786,2.9,CIV,00000000000000000855,100,0,53,100,58,95,91,47,-,0,0,0,1,-
2456,7d859aa7c90a7e2b0194f4167337aec07429064e02e62e39a8fe3393593d6a57,2.9,CIV,00000000000000000b80,95,0,37,100,93,97,100,53,-,0,0,0,47,-
2457,b95e002888c4d5901dd1eb2908ed8f3e3af534e47c6233c3dc943d5964162698,2.9,CIV,000000000000000014f1,0,0,0,55,74,0,19,0,-,0,0,0,0,-
2458,ee156effe2f5e8ceb234e53ac4b7c1d9e3d05c5e72b1a20db9b34e555e93527a,3.0,CIV,0000000000000000013a,3,0,0,61,83,6,70,9,-,0,0,0,0,-
2459,c12d5abe61d0f30f9bf547cc991eb0979476b5490a5e0b402c08ca008357565c,3.0,CIV,000000000000000009b8,96,0,23,100,91,100,100,77,-,0,0,0,3,-
2460,a57470c24b3ba5bda70e28d502dfcc431400eaeafdfdae65e3fce2ea418f7aea,3.0,CIV,000000000000000009e6,85,0,30,100,38,99,100,70,-,0,0,0,100,-
2461,ead480048a67606b2dd07045aa7f4ac0d84af1aa46bd91289bfdcd5375a96b66,3.0,CIV,00000000000000000cf2,79,0,0,100,94,100,100,61,-,0,0,0,2,-
2462,0aa198cd33b25d05fd2adc98e1ff5cc554a96434c14f6fbd038a2514871d93f2,3.0,CIV,00000000000000000d73,62,0,11,100,69,100,100,71,-,0,0,0,5,-
2463,1b7f07aa5aafabb35c582f3d5c128c6694703dc81379036fced06f74d160f15a,3.0,CIV,00000000000000000eae,90,0,23,100,90,99,98,74,-,0,0,0,98,-
2464,ef895b808411dbc5105d5d0900978386d6e180a476d7fd1fe11e2cbd10ae855e,3.0,CIV,00000000000000000f30,100,0,33,100,48,79,100,64,-,0,0,0,0,-
2465,d9ee977d013fe16ca992b50fd346ce8f04278df718904a77d984b85e2f7087e3,3.0,CIV,000000000000000010e9,72,0,12,100,40,97,99,87,-,0,0,0,8,-
2466,638c48986f067b9e7c7be5377ac48790894845969a1e621ce0f376e7b43a6b1a,3.0,CIV,0000000000000000042a,100,0,63,100,90,100,100,37,-,0,0,0,56,-
2467,181c5060e557e6c0840a38b6c2e34787e249e2403e70bb90276e06e9e94b949f,3.0,CIV,00000000000000000b2d,96,0,7,100,88,100,100,66,-,0,0,0,85,True
2468,3c203b1937860eb6077b1b26177254bdc95e6d03fadd2b4068d5ecc113a76409,3.0,CIV,00000000000000000b4c,100,0,26,100,96,100,100,60,-,0,0,0,37,True
2469,8ef3041a99af99407167de193178a3c2f07f3454a84357ec15f028ca0c661aeb,3.0,CIV,00000000000000000c09,100,0,63,100,75,100,100,37,-,0,0,0,65,-
2470,ded3cb52c006e3e140243ae6d488f188e403c596c6d9737b878a13b456f44961,3.0,CIV,00000000000000000ce7,98,0,23,100,69,99,100,75,-,0,0,0,0,-
2471,46a77fe0a2bff00aa1aad142fa7bfa60d050e509a565cb1c9db54cf6aa7182a4,3.0,CIV,000000000000000013d5,0,0,0,14,79,0,35,7,-,0,0,0,0,-
2472,4dbf6488ee282f822d8883de9ef68678f20dc4340b00c554664a4377343f7252,3.0,CIV,00000000000000000088,0,0,0,81,89,0,58,0,-,0,0,0,0,-
2473,55444780c753e5fb432865501b1e4337b0c8498319e4687ce617fffeecc2af50,3.0,CIV,00000000000000000277,81,0,49,100,65,100,100,47,-,0,0,0,5,-
2474,689ad58818ce036058360364ef089bda8bf98a73d0920e9f1c86ddebc76b2d0d,3.0,CIV,0000000000000000029c,100,0,55,100,100,100,100,45,-,0,0,0,0,-
2475,e5e0a0980a323e8970033939d86e85507b79703ce8778b8bcfe4ddf0373c4394,3.0,CIV,000000000000000009e5,20,0,0,100,44,58,82,15,-,0,0,0,90,-
2476,dab85c058d48c7a7fd63692fbdb97e3702344ce8ece24e36c1f18dae04b44228,3.0,CIV,00000000000000000c31,64,0,17,100,81,79,99,77,-,0,0,0,96,-
2477,0b245d70fd6e7c90246f22c73ee1da82a3136894c8b8349a7ead53d300cd226f,3.0,CIV,00000000000000001142,76,0,78,98,71,100,98,22,-,0,0,0,28,-
2478,37aa1ef851c89ea848c121e60bbc02ecbeae06eb9c91b81d78c6bdfec90f11c9,3.0,CIV,00000000000000000140,100,0,67,100,97,100,100,33,-,0,0,0,90,-
2479,e6a16338fd71ec9e71aca83e5f6580e935067d00d2c0318a4edc2265213f42b7,3.0,CIV,000000000000000008a1,100,0,36,100,82,100,100,64,-,0,0,0,11,-
2480,7633d18c8f5248569345d81bb6114a590a62fef061865f3482b6c5deb78a361d,3.0,CIV,00000000000000000ae3,100,0,31,100,75,98,100,60,-,0,0,0,0,True
2481,e72b37fa3b2e4a8b27277bcff34080fa6776f0493c886408dc0f8c4110746f67,3.0,CIV,00000000000000000d08,100,0,59,100,70,91,100,41,-,0,0,0,0,-
2482,62014cf54580a2021bf4e2ed653daa361a6eb73466130a2da3ed2b9ae2f30f87,3.0,CIV,00000000000000000064,86,0,24,100,76,100,100,76,-,0,0,0,0,-
2483,a0764bf76c3075cd143ac63249486ec9ee8694d96788adea069de8d1617d98af,3.0,CIV,000000000000000003d5,77,0,38,100,51,78,98,55,-,0,0,0,65,-
2484,4db4173d4742ab59c1673a8b34056d1e62e296cc3b970f4c9480ee0522d0c775,3.0,CIV,00000000000000000604,92,0,24,97,75,100,100,67,-,0,0,0,0,-
2485,8a4ace1403d7ae79d4eb7caa1f93679a18b2cebde99376f703fecdc6f3bf67d4,3.0,CIV,000000000000000009ab,43,0,2,100,46,91,89,79,-,0,0,0,100,-
2486,b82814e471423c3a71fd44b6f784774bce4e93194998fa1211f9b0e9c6d36b0a,3.0,CIV,000000000000000009ed,85,0,13,100,55,85,98,69,-,0,0,0,53,True
2487,b983d6fe2f6ec1c2c9faf14f57ce9cd89ef281688822dd6555076c61e729df8f,3.0,CIV,00000000000000000f45,100,0,62,100,86,100,100,34,-,0,0,0,9,-
2488,f5ed7e415cac1a70ecc2839ddb3c702b3d49816467ac08689cc6364b2504b1ee,3.0,CIV,00000000000000001383,90,0,47,100,66,100,100,49,-,0,0,0,0,-
2489,72d50ff0e2413af0223d63bf66c5e29ffbfc2c004359e44acb090ac12bd35064,3.0,CIV,000000000000000013ce,91,0,27,91,66,98,100,71,-,0,0,0,0,-
2490,9122c359587ac4d889d42723a85c371b9dde0016a36cffd85015c2c4ef0528d3,3.0,CIV,0000000000000000037d,100,0,41,100,99,100,100,59,-,0,0,0,90,-
2491,978537a7da387b98b9b67e2aa99a95a48acc83296aa1ce45f03a170971b675f6,3.0,CIV,000000000000000003a2,81,0,26,100,76,97,97,62,-,0,0,0,42,-
2492,72522fd58071297080bdeb8088993158c718eac68e0ee49356f03d246a601a45,3.0,CIV,000000000000000004ea,81,0,72,100,73,100,99,28,-,0,0,0,62,-
2493,35e6aee7569c1679d0d9c56ee8a43d30dc4f688f50a494ea9a3b58d8a6382571,3.0,CIV,0000000000000000062c,100,0,69,100,91,99,100,31,-,0,0,0,0,-
2494,99d6bdffaa3e3877ca53d668eb94a9bb6eba5a99e23da8dc655957429b2f1008,3.0,CIV,000000000000000006f6,100,0,35,100,92,100,100,65,-,0,0,0,0,-
2495,e0fa06a62de2408655259047b40263a296fd6585b2ef19ad488e034891167b74,3.0,CIV,00000000000000000c35,99,0,31,100,90,100,98,67,-,0,0,0,11,-
2496,e3b9b63679a420c69d7c74796d1411dc36d06c8395b4c5a48db7be18c498d5ed,3.0,CIV,00000000000000000a1e,100,0,15,100,90,100,98,51,-,0,0,0,3,True
2497,aeedee70250eee12ccfbe1ef63f9754864ab75cc75f3b0efc60e1475a908c668,3.0,CIV,00000000000000000b2c,61,0,11,100,76,95,100,72,-,0,0,0,76,-
2498,4065871689108ece32c0196fdb319dbd8f51b3f28038de81a60d6404e2864f11,3.0,CIV,00000000000000000d31,76,0,1,99,44,97,90,95,-,0,0,0,16,-
2499,3129974f7c24a94042b50abd658ac4fdbe7640d2cdc7f0db16267f692b06f711,3.0,CIV,00000000000000000e3f,100,0,35,100,86,100,100,65,-,0,0,0,1,-
2500,ccf0f92c188ee738643613be85998f4a6090bfd74e11c1fe2f55f1535435bf14,3.0,CIV,00000000000000001008,67,0,5,98,72,81,82,69,-,0,0,0,8,-
2501,0584191b436d46ca50b281e3864a712a22f8cf045e540df5d3b97c9ef3c5afd6,3.0,CIV,0000000000000000123e,84,0,25,100,65,96,88,68,-,0,0,0,0,-
2502,5bb02800f581e488e404d4fe666834da9a35374dab29ba36934d787a4461bc92,3.0,CIV,000000000000000000db,42,0,0,90,59,60,72,51,-,0,0,0,0,-
2503,687030fb6c6900ea528537258f46ecf15cff64036326b07a30fc17ade475b9ef,3.0,CIV,000000000000000001aa,71,0,9,100,68,100,94,67,-,0,0,0,0,-
2504,b7f3ddecbba906789128216b9a80eabacc513f6c53d002f1beb42bc09b699565,3.0,CIV,000000000000000004fd,41,0,23,76,41,68,61,73,-,0,0,0,7,-
2505,74302e3cbf8b552a3cb2c51e5cdf2af402179df98eca397d883b15bb484a5ec6,3.0,CIV,00000000000000000877,100,0,67,100,97,100,100,33,-,0,0,0,0,-
2506,8654489c5af8a41322e6747b19138bd0f58a00dea2d824873ab670dfda166980,3.0,CIV,0000000000000000093f,100,0,43,100,78,90,99,53,-,0,0,0,53,-
2507,a3ecebaec7ba023715401e980ac43203d53cf46f17a57a619220a762e6a95835,3.0,CIV,000000000000000009bb,81,0,59,100,77,100,99,41,-,0,0,0,100,-
2508,9667107c3d6c1e39ef291a2042baf2272e297ed4232de9a9d2663b15b1c649fc,3.0,CIV,00000000000000000b44,88,0,9,100,45,100,97,91,-,0,0,0,0,-
2509,542a2d5bf8edb989e3b18fd0a3abead856735ad78b55e4b2eaf1fde463d887c4,3.0,CIV,00000000000000000c97,100,0,83,100,95,100,100,12,-,0,0,0,47,-
2510,8fce9a608d29bb59bdd652d78052244b217fce6df160e15ecb8647587d9d9172,3.0,CIV,00000000000000000d93,92,0,42,100,81,97,100,56,-,0,0,0,84,-
2511,081d59257daee838eca339bd68c31c44d0411f1cee5c73ffda483eccbd3d5b0a,3.0,CIV,00000000000000000f78,98,0,25,100,38,100,70,75,-,0,0,0,1,-
2512,960a88524678daa6d3ebf73c8119ad16bff492b6d387565649cd2f040af1124f,3.0,CIV,00000000000000000f88,99,0,27,100,86,100,100,68,-,0,0,0,13,-
2513,da4aeada4c5b09725b80a610b84b8842bb9448510a73c0a42d773c31d4987a45,3.0,CIV,00000000000000001059,81,0,19,100,63,95,100,81,-,0,0,0,93,-
2514,c1eb8e107186e7ef8b68d9780ac3a8ccd7e8285212edfcf39a14404d7d80c13b,3.0,CIV,0000000000000000126a,99,0,3,100,46,97,100,89,-,0,0,0,0,-
2515,977b310c4f664f7b4ebe66560e1fd4b34c30d86338881963faf552308a07a618,3.0,CIV,000000000000000013bb,100,0,38,100,87,100,98,62,-,0,0,0,0,-
2516,efcca09b61e3fa130613b3c2c51dca2e5dc897a85d52417ee9a1c78aebc92772,3.0,CIV,000000000000000001a8,100,0,64,100,45,97,100,36,-,0,0,0,3,-
